,koi_fpflag_nt,koi_fpflag_ec,koi_time0bk,koi_time0bk_err1,koi_duration,koi_duration_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_insol_err1,koi_insol_err2,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_slogg,koi_slogg_err1,koi_srad
5629,0,1,131.8204,0.0116,2.849,0.247,-3.2,0.59,0.17,2186.36,-861.64,1.0,6147.0,166.0,4.449,0.081,0.954
5630,0,0,131.83868,0.002,1.1108,0.0697,-6.5,0.88,0.2,2504.44,-1373.89,1.0,5670.0,170.0,4.452,0.139,0.843
5631,0,0,182.99823999999998,0.00874,7.037,0.355,-98.7,35.36,11.02,4.5,-1.43,1.0,5895.0,182.0,4.489,0.039,0.991
5633,0,0,132.907,0.00676,2.203,0.192,-6.6,1.82,0.31,1627.11,-2031.53,1.0,6785.0,183.0,3.83,0.33799999999999997,2.124
5634,0,0,131.75468,0.00129,1.2887,0.0767,-6.3,18.09,6.81,25367.89,-20143.84,1.0,5132.0,170.0,3.675,0.848,2.648
5635,0,0,132.623984,0.00014,4.56811,0.00554,-489.0,149.44,44.01,19531.92,-12370.48,1.0,7131.0,200.0,4.084,0.18,1.83
5636,0,0,164.15644,0.01,5.574,0.21,-38.1,3.73,0.63,6.73,-6.47,2.0,5596.0,84.0,4.105,0.203,1.466
5637,1,0,132.6333,0.0117,4.509,0.612,-19.2,25.43,3.9,592.34,-643.17,1.0,5854.0,79.0,4.013999999999999,0.20199999999999999,1.742
5638,0,1,132.20696999999998,0.0051,4.411,0.266,-3.3,40.82,4.0,13440.69,-25251.66,1.0,6552.0,198.0,3.594,0.34,3.44
5640,0,0,136.2716,0.00142,2.058,0.181,-23.5,2.51,0.24,141.41,-105.3,1.0,5075.0,151.0,4.598,0.07200000000000001,0.67
5641,0,0,136.33101000000002,0.00339,5.984,0.165,-25.5,23.56,3.22,28.48,-15.76,1.0,5150.0,153.0,4.628,0.033,0.71
5642,0,0,131.60735400000002,0.000352,1.9694,0.0337,-270.0,17.9,6.08,3234.27,-1491.39,1.0,5811.0,174.0,4.328,0.23,0.998
5643,0,0,132.36749129999998,6.38e-05,3.14624,0.00279,-26.1,44.9,14.05,2808.3,-1154.51,1.0,6319.0,198.0,4.373,0.105,1.083
5644,0,1,134.11258999999998,0.00298,6.738,0.149,-9.2,25.84,8.32,934.96,-299.21,1.0,5917.0,156.0,4.475,0.054000000000000006,1.0
5645,0,0,132.17439,0.00734,2.527,0.242,-15.8,3.74,0.58,1112.37,-1453.59,1.0,6418.0,175.0,3.658,0.304,3.049
5646,0,0,133.31318000000002,0.00342,2.569,0.109,-15.8,1.27,0.04,34.6,-47.85,1.0,4620.0,73.0,4.564,0.052000000000000005,0.736
5647,0,0,136.9685,0.0243,4.911,0.81,-28.4,1.49,0.54,167.94,-45.64,1.0,6246.0,152.0,4.433,0.055999999999999994,1.092
5648,0,1,132.99538,0.00563,5.238,0.256,-10.9,15.78,4.9,682.77,-223.25,1.0,6106.0,164.0,4.496,0.054000000000000006,0.923
5649,0,1,140.794,0.011,23.516,0.588,-16.2,2.14,0.23,5.21,-3.67,1.0,4257.0,115.0,4.691,0.032,0.586
5650,0,0,131.50242,0.00314,1.765,0.123,-17.5,1.37,0.09,277.44,-266.61,1.0,4878.0,159.0,4.5,0.077,0.843
5651,0,0,131.54237,0.00136,1.0194,0.0554,-13.9,1.43,0.1,779.02,-749.28,1.0,4904.0,145.0,4.527,0.07200000000000001,0.786
5653,0,0,132.017121,0.000528,0.8473,0.0423,-9.2,2.03,0.24,2390.41,-1642.7,1.0,5180.0,154.0,4.547,0.057999999999999996,0.782
5654,0,0,131.86956999999998,0.00105,1.1516,0.0322,-1.8,2.09,0.48,29068.87,-33587.02,1.0,5653.0,169.0,3.846,0.56,2.183
5655,0,1,131.52874,0.00369,5.136,0.129,-7.5,0.99,0.09,268.79,-219.12,1.0,4938.0,148.0,4.569,0.065,0.718
5657,0,1,132.6639,0.0125,5.294,0.195,-3.3,0.86,0.12,337.6,-153.49,1.0,5806.0,78.0,4.507,0.04,0.893
5659,0,0,210.11802000000003,0.00686,9.654,0.283,-37.9,2.25,0.22,0.47,-0.31,1.0,5431.0,81.0,4.496,0.052000000000000005,0.879
5661,0,0,250.13783199999997,0.000561,3.3803,0.033,-543.0,15.08,0.86,0.21,-0.21,1.0,4315.0,142.0,4.627,0.035,0.668
5662,0,0,134.316022,0.00015,5.8962,0.0132,-78.0,68.81,8.71,95.92,-65.85,1.0,5385.0,177.0,4.532,0.10800000000000001,0.75
5663,0,1,131.99631000000002,0.00145,1.6305,0.0333,-4.1,0.94,0.06,110.12,-80.88,1.0,4955.0,99.0,4.592,0.024,0.735
5664,0,0,141.29325,0.0051,4.402,0.267,-39.1,28.34,0.0,0.0,0.0,1.0,5780.0,146.2316808787397,4.438,0.12260846943199885,1.0
5665,0,0,135.3459,0.0118,2.954,0.596,-154.0,21.49,4.79,304.68,-118.31,1.0,5541.0,167.0,4.587,0.036000000000000004,0.777
5666,0,1,140.64838999999998,0.00138,3.94,0.0571,-71.9,24.11,1.29,4.34,-3.94,1.0,5451.0,190.0,4.663,0.068,0.6
5667,0,0,132.32528,0.00228,3.29,0.708,-23.2,1.5,0.2,285.34,-135.36,1.0,5150.0,170.0,4.59,0.026000000000000002,0.784
5668,0,0,131.93618999999998,0.00249,1.537,0.143,-7.8,12.6,2.5,2204.36,-1399.23,1.0,6292.0,170.0,4.32,0.135,1.122
5669,0,1,131.60973,0.00304,3.614,0.155,-16.0,23.38,6.42,1416.97,-581.86,1.0,6147.0,172.0,4.435,0.06,1.096
5670,0,0,139.07872,0.00501,5.174,0.111,-8.2,3.01,0.65,166.79,-127.88,1.0,7121.0,199.0,4.031000000000001,0.192,1.972
5672,0,1,433.62066,0.00435,5.467,0.261,-144.0,28.27,3.96,0.28,-0.17,1.0,5385.0,187.0,4.532,0.105,0.75
5674,0,0,133.2283,0.00431,1.891,0.265,-110.0,79.14,24.16,6889.82,-4531.06,1.0,6831.0,191.0,3.9589999999999996,0.258,2.247
5675,0,0,132.47213,0.00147,1.4399,0.047,-7.8,1.29,0.38,1548.27,-518.99,1.0,5845.0,139.0,4.541,0.036000000000000004,0.874
5676,0,0,190.27633,0.00375,7.685,0.139,-31.1,2.98,0.29,0.6,-0.44,1.0,5083.0,152.0,4.512,0.063,0.844
5678,1,1,134.0338,0.0268,16.828,0.635,-2.3,1.47,0.29,386.44,-390.34,2.0,6632.0,201.0,3.86,0.3,2.193
5680,0,0,175.37157,0.00711,6.198,0.307,-42.5,27.74,7.4,7.25,-3.61,1.0,5771.0,173.0,4.4,0.153,0.936
5682,0,0,296.03778,0.00994,10.767,0.346,-37.9,3.06,0.45,1.33,-1.31,1.0,5497.0,83.0,4.243,0.17600000000000002,1.241
5683,1,0,132.56436000000002,0.0016,1.8238,0.0974,-45.1,92.86,12.58,12903.33,-20804.62,1.0,7757.0,211.0,3.8369999999999997,0.344,2.783
5684,0,0,144.456513,0.000294,6.094,0.0151,-85.1,27.32,7.85,7.89,-2.52,1.0,5793.0,172.0,4.561,0.034,0.832
5685,0,0,133.21968600000002,0.000145,6.06772,0.00771,-44.3,21.49,6.78,318.14,-115.51,1.0,6124.0,193.0,4.455,0.052000000000000005,1.028
5686,0,1,133.607376,0.000615,2.4779,0.0546,-10.9,3.98,0.7,391.85,-216.9,1.0,6496.0,71.0,4.272,0.08,1.33
5688,0,0,133.731821,0.00041,4.0632,0.0228,-27.6,28.98,5.52,220.28,-82.73,1.0,5552.0,180.0,4.62,0.038,0.719
5689,0,0,132.71317,0.00364,3.083,0.119,-6.3,1.17,0.39,1338.15,-396.08,1.0,6198.0,175.0,4.4639999999999995,0.054000000000000006,1.005
5690,0,0,171.7451,0.0157,25.01,1.2,-11.0,2.44,0.74,11.33,-4.36,1.0,6157.0,171.0,4.418,0.087,1.016
5691,0,1,132.100758,0.000719,0.9779,0.0267,-8.5,1.93,0.63,4549.45,-1491.65,1.0,6257.0,169.0,4.454,0.055999999999999994,1.022
5692,0,1,167.10798,0.00526,5.268,0.179,-15.2,1.6,0.08,0.66,-0.8,1.0,5061.0,83.0,4.488,0.08800000000000001,0.841
5693,0,0,131.92201,0.00236,2.427,0.114,-5.2,36.93,22.96,3961.59,-1760.06,1.0,5238.0,158.0,3.84,0.7559999999999999,1.883
5695,0,0,134.82009,0.00212,1.8626,0.0917,-26.8,21.42,3.41,105.24,-64.19,1.0,5457.0,209.0,4.508,0.11,0.779
5696,0,0,132.87618,0.00162,1.6782,0.0581,-8.9,104.18,5.0,23526.61,-56143.74,1.0,3915.0,78.0,1.173,0.03,58.325
5698,0,0,132.36831,0.00186,3.195,0.103,-30.1,73.15,13.2,802.37,-166.34,1.0,4946.0,111.0,2.819,0.027000000000000003,5.855
5699,0,1,131.80572,0.00386,3.819,0.117,-4.7,2.43,0.49,5605.34,-6902.09,1.0,6701.0,190.0,3.8819999999999997,0.43200000000000005,2.237
5701,1,0,233.7717,0.0134,11.288,0.679,-175.0,5.68,3.35,2.59,-0.45,1.227795935768083,6194.0,160.0,4.415,0.053,1.129
5702,1,1,132.39338,0.00353,1.1171,0.0897,-10.8,2.82,0.98,57096.18,-32212.31,2.0,9464.0,262.0,4.1160000000000005,0.157,2.184
5704,1,0,448.7233,0.0483,5.12,4.0,-92.8,1.72,0.3,0.39,-0.22,1.0,5327.0,159.0,4.456,0.11199999999999999,0.896
5705,0,0,132.74983,0.00495,3.803,0.147,-49.9,4.79,1.43,524.24,-208.22,1.0,6726.0,187.0,4.335,0.062,1.31
5706,0,0,143.46464,0.00272,3.545,0.102,-64.7,39.49,12.52,42.88,-14.52,1.0,6167.0,194.0,4.428,0.052000000000000005,1.107
5707,0,0,133.20719,0.00582,3.568,0.157,-53.1,1.98,0.18,5.78,-4.93,1.0,4316.0,150.0,4.709,0.06,0.54
5708,0,1,132.55256,0.00112,5.1675,0.0511,-69.0,11.12,3.33,1608.95,-595.73,1.0,6033.0,190.0,4.46,0.05,1.046
5709,0,0,137.62516499999998,0.000822,2.4536,0.0441,-320.0,21.23,1.18,6.98,-7.88,1.0,4481.0,121.0,4.763,0.059000000000000004,0.485
5710,0,1,131.90696,0.0061,5.304,0.25,-10.5,21.19,7.2,1058.5,-336.73,1.0,6147.0,193.0,4.463,0.055999999999999994,1.003
5711,0,0,131.80743999999999,0.00156,2.4318,0.0872,-7.0,1.88,0.21,630.37,-411.2,1.0,5506.0,164.0,4.596,0.071,0.688
5712,0,0,140.74725,0.00589,10.174,0.753,-4.7,1.09,0.13,21.27,-15.21,1.0,5437.0,163.0,4.547,0.085,0.739
5713,0,0,136.6718,0.0762,11.85,3.2,-28.9,0.76,0.12,1.84,-0.71,1.227795935768083,5227.0,165.0,4.668,0.027000000000000003,0.643
5714,0,0,138.58362,0.00672,5.097,0.328,-21.9,49.24,16.45,70.44,-22.21,1.0,6329.0,169.0,4.44,0.054000000000000006,1.045
5715,1,1,131.81288999999998,0.00922,3.072,0.236,-1.9,0.56,0.18,6339.07,-2015.04,1.0,6063.0,162.0,4.4510000000000005,0.07,1.004
5717,1,1,131.723748,0.00086,3.3177,0.0453,-4.1,24.17,7.94,3352.05,-1063.85,1.0,6274.0,169.0,4.434,0.054000000000000006,1.062
5718,0,0,132.74414,0.00188,2.446,0.106,-8.3,14.96,1.48,222.06,-178.2,1.0,5088.0,151.0,4.559,0.07200000000000001,0.727
5720,0,0,131.80574,0.00178,2.337,0.0959,-13.7,77.83,20.26,7634.38,-8024.34,1.0,5974.0,209.0,3.639,0.6970000000000001,2.978
5721,0,0,167.76041999999998,0.00848,7.342,0.217,-57.9,2.67,0.12,0.3,-0.44,1.0,5064.0,75.0,4.474,0.084,0.864
5722,0,0,195.62605,0.00244,2.3241,0.0833,-66.7,3.14,0.08,0.15,-0.19,1.0,4641.0,74.0,4.5569999999999995,0.049,0.747
5723,1,0,137.2647,0.0245,40.4,2.5,-6.1,29.53,8.46,126.37,-109.66,1.0,6070.0,181.0,3.983,0.47200000000000003,1.628
5724,0,0,132.08264,0.00243,1.4617,0.0513,-10.1,1.87,0.55,3434.26,-1619.11,1.0,5761.0,189.0,4.331,0.19,1.046
5725,0,0,171.50611,0.00222,5.7704,0.0711,-3.2,1.77,0.29,27.0,-21.16,1.0,5949.0,106.0,4.272,0.12,1.292
5726,0,0,176.52948999999998,0.008911113748378729,0.73,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
5727,0,0,183.56881,0.008911113748378729,4.1,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
5728,0,0,177.04832,0.008911113748378729,2.77,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
5729,0,1,131.70353,0.00185,5.49,0.102,-2.5,36.77,8.78,13658.47,-9256.77,1.0,8468.0,236.0,4.114,0.145,1.91
5730,0,1,131.71354,0.00278,6.999,0.132,-7.0,6.42,1.73,386.92,-139.55,1.0,5640.0,152.0,4.52,0.057999999999999996,0.863
5731,0,1,134.1344,0.012,2.15,0.472,-82.4,1.95,0.57,425.52,-141.92,1.0,6171.0,166.0,4.495,0.065,0.91
5734,0,1,131.9699708,0.008911113748378729,2.6079,0.3187360541864822,-149.54670701830236,0.43,0.11,3524.58,-1523.2,1.0,5544.0,166.0,4.438,0.098,0.957
5735,0,0,140.92523,0.00598,8.809,0.512,-17.2,6.65,1.07,447.77,-586.95,1.0,6739.0,183.0,3.7119999999999997,0.336,2.702
5736,0,0,136.29135,0.00446,4.65,0.213,-32.4,3.55,1.09,75.73,-24.51,1.0,5973.0,189.0,4.506,0.052000000000000005,0.935
5737,0,0,140.25123,0.00485,4.263,0.222,-21.3,28.96,7.85,33.45,-11.24,1.0,6098.0,163.0,4.562,0.035,0.838
5738,0,0,135.46854,0.00554,2.531,0.167,-16.4,1.7,0.51,441.41,-167.75,1.0,6211.0,196.0,4.437,0.062,1.058
5739,0,0,132.06247,0.00321,2.125,0.186,-17.0,52.16,28.02,39671.77,-23102.5,1.0,5160.0,130.0,3.424,1.192,2.897
5740,0,0,296.0738,0.00403,18.503,0.127,-11.8,3.28,0.75,1.64,-0.73,1.0,6325.0,69.0,4.274,0.081,1.349
5741,0,1,132.196318,0.000939,2.1164,0.0478,-45.3,35.74,0.0,0.0,0.0,1.0,5780.0,146.2316808787397,4.438,0.12260846943199885,1.0
5742,0,0,144.077,0.0125,42.435,0.709,-34.2,5.07,0.0,0.0,0.0,2.0,5780.0,146.2316808787397,4.438,0.12260846943199885,1.0
5743,1,1,131.725419,0.00019,3.4411,0.0113,-32.5,48.79,13.85,3973.21,-1589.11,1.0,6370.0,153.0,4.41,0.062,1.106
5744,0,1,131.74545,0.00352,2.643,0.108,-11.1,1.08,0.12,687.63,-500.83,1.0,5026.0,151.0,4.5569999999999995,0.071,0.729
5745,0,0,177.22208,0.008911113748378729,3.08,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
5747,0,0,177.41891999999999,0.008911113748378729,5.05,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
5748,0,0,177.07745,0.008911113748378729,2.28,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
5749,0,0,186.5568,0.0469,54.52,2.4,-17.5,0.93,0.4,63.12,-10.56,1.227795935768083,6116.0,165.0,4.579,0.03,0.782
5750,0,0,183.15556999999998,0.008911113748378729,3.41,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
5751,0,0,186.20963,0.008911113748378729,3.12,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
5752,0,0,263.78932000000003,0.008911113748378729,6.51,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
5753,0,0,184.99050630000002,0.008911113748378729,17.21,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
5754,0,0,366.02308999999997,0.008911113748378729,4.21,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
5756,0,0,309.18675,0.000224,3.1229,0.0138,-171.0,40.73,3.42,0.21,-0.15,1.0,5328.0,106.0,4.499,0.066,0.857
5758,0,1,132.7225,0.01,17.136,0.427,-5.5,20.41,4.68,172.98,-90.25,1.0,5772.0,157.0,4.452,0.126,0.867
5759,0,0,138.66860659999998,6.14e-05,9.9816,0.00316,-9.3,30.77,2.71,43.42,-35.91,1.0,5623.0,113.0,3.925,0.055,1.841
5760,0,0,152.31269,0.00274,4.465,0.248,-26.3,12.62,3.65,117.71,-117.64,1.0,5432.0,210.0,3.55,0.8079999999999999,3.581
5761,0,0,134.247174,0.000741,2.4342,0.0349,-577.0,24.15,6.61,332.09,-128.41,1.0,5759.0,172.0,4.495,0.075,0.892
5763,1,1,131.79719,0.00855,3.596,0.249,-1.5,0.71,0.14,12505.91,-12880.18,1.0,6194.0,167.0,3.971,0.287,1.718
5764,0,1,133.84961,0.00532,2.453,0.263,-46.8,19.64,5.77,67.44,-25.82,1.0,5213.0,155.0,4.434,0.126,0.917
5765,0,0,135.15008999999998,0.00236,1.6208,0.0743,-12.1,1.46,0.42,118.72,-38.99,1.0,6075.0,164.0,4.51,0.05,0.916
5766,0,0,132.8581,0.0622,40.01,3.5,-2.1,1.21,0.4,2094.58,-1443.24,1.227795935768083,6701.0,184.0,3.907,0.294,2.236
5767,0,0,132.01828999999998,0.00657,2.061,0.231,-10.8,2.29,0.44,668.77,-684.53,1.0,6385.0,174.0,3.8680000000000003,0.273,2.327
5768,0,0,145.54111,0.00621,13.877,0.189,-4.9,1.41,0.48,71.89,-21.65,1.0,6089.0,163.0,4.495,0.054000000000000006,0.95
5769,1,1,131.8009,0.0174,1.999,0.915,-7.2,0.59,0.17,3735.14,-1240.98,1.0,5858.0,139.0,4.553,0.036000000000000004,0.849
5770,0,0,138.01698000000002,0.00453,5.267,0.139,-5.8,1.34,0.25,152.93,-96.48,2.0,6178.0,111.0,4.269,0.125,1.267
5771,1,1,132.08275700000002,0.000915,5.1128,0.0436,-14.8,33.45,10.04,931.06,-310.12,1.0,6106.0,181.0,4.487,0.05,0.966
5772,0,1,133.22999,0.00574,4.07,0.177,-3.1,3.05,0.54,4771.48,-6167.73,1.0,6103.0,182.0,3.568,0.36,3.358
5773,0,0,240.81927000000002,0.00185,7.335,0.218,-39.1,5.24,1.61,1.69,-0.6,1.0,5893.0,159.0,4.4830000000000005,0.065,0.941
5774,1,0,134.418,0.00437,14.836,0.336,-6.9,19.66,4.87,292.84,-117.09,1.0,5532.0,149.0,4.489,0.069,0.896
5775,0,0,357.14874,0.000804,3.8439,0.0414,-127.0,39.84,10.39,73.57,-31.31,2.0,5582.0,200.0,4.445,0.11199999999999999,0.905
5776,1,1,415.4806,0.0116,32.274,0.599,-65.3,36.8,11.39,4.6,-1.53,1.0,6075.0,189.0,4.486000000000001,0.05,0.969
5777,0,0,288.874323,0.00046,3.5964,0.0305,-87.0,50.98,8.19,1.35,-0.87,1.0,5813.0,69.0,4.33,0.099,1.164
5778,0,0,426.37260419999996,0.008911113748378729,6.89,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
5779,0,0,173.73589740000003,2.66e-05,6.205830000000001,0.00187,-32.8,23.2,1.01,0.61,-0.51,1.0,4451.0,89.0,4.654,0.022000000000000002,0.62
5781,1,1,162.84507,0.00687,12.71,0.367,-29.3,44.59,21.78,26.83,-13.83,2.0,5209.0,155.0,3.9989999999999997,0.574,1.595
5782,1,1,150.56893,0.00491,5.825,0.247,-11.1,4.79,0.93,60.59,-65.66,3.0,6079.0,162.0,3.8339999999999996,0.315,2.163
5783,0,0,152.83532,0.00326,7.2146,0.0955,-8.1,35.34,2.24,277.18,-866.63,1.0,4907.0,28.0,2.41,0.184,19.53
5784,0,0,131.68433000000002,0.00103,1.7455,0.0737,-6.5,3.68,0.91,2364.1,-2099.87,1.0,5792.0,158.0,4.058,0.35700000000000004,1.567
5785,0,1,147.61311,0.00715,3.189,0.228,-25.4,1.82,0.56,75.91,-30.81,1.0,6047.0,189.0,4.395,0.105,1.05
5786,0,1,131.8313,0.0164,5.835,0.828,-8.1,3.37,0.78,2790.74,-1001.66,1.0,5894.0,159.0,4.585,0.04,0.784
5787,0,1,132.08013,0.00742,6.213,0.298,-6.1,17.88,2.71,1355.29,-1528.87,1.0,6712.0,70.0,4.053,0.182,1.846
5788,0,0,133.65962,0.0092,1.915,0.326,-18.2,1.5,0.46,1140.64,-804.81,1.0,5609.0,167.0,4.114,0.413,1.348
5789,0,1,133.1457,0.0104,3.242,0.284,-21.7,1.15,0.16,54.94,-30.12,1.0,5266.0,142.0,4.611000000000001,0.036000000000000004,0.741
5790,0,1,133.79619,0.00429,3.313,0.112,-5.6,1.12,0.3,336.23,-160.48,1.0,5523.0,149.0,4.395,0.128,0.981
5791,0,0,141.14470659999998,0.008911113748378729,4.1536,0.3187360541864822,-149.54670701830236,1.82,0.23,13.09,-6.82,1.0,5081.0,166.0,4.596,0.027999999999999997,0.77
5792,0,0,137.2042403,0.008911113748378729,2.7597,0.3187360541864822,-149.54670701830236,1.37,0.37,194.96,-100.16,1.0,6078.0,214.0,4.297,0.19,1.119
5793,0,0,132.05504,0.00135,1.471,0.162,-21.5,2.17,0.56,2857.77,-1095.49,1.0,5638.0,186.0,4.488,0.075,0.883
5794,0,1,132.04973999999999,0.00167,5.9775,0.0728,-10.3,30.04,9.73,1911.97,-621.81,1.0,6046.0,189.0,4.486000000000001,0.054000000000000006,0.972
5795,0,0,132.07629,0.0011,0.9105,0.0775,-20.9,49.84,12.53,348.14,-121.31,1.0,5524.0,166.0,4.54,0.04,0.847
5796,1,1,131.86099,0.00131,5.894,0.181,-3.2,17.38,4.88,3319.77,-1056.33,1.0,6024.0,161.0,4.55,0.046,0.849
5797,0,1,131.88646,0.00322,3.3865,0.0936,-3.4,1.14,0.34,3064.27,-1142.63,1.0,5979.0,161.0,4.44,0.084,0.998
5798,1,0,421.64532,0.00689,3.456,0.25,-44.6,4.11,1.07,1.77,-1.52,1.0,6061.0,181.0,4.025,0.364,1.653
5799,0,0,133.61014,0.00216,1.8511,0.0731,-4.9,1.1,0.31,1917.62,-901.14,1.0,5874.0,158.0,4.378,0.153,0.997
5800,0,0,199.74974,0.008911113748378729,1.83,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
5801,0,0,131.85197,0.00249,1.9163,0.0783,-2.4,1.3,0.33,7060.19,-5859.63,1.0,6061.0,211.0,4.025,0.39,1.653
5802,0,0,131.654831,0.000124,1.386,0.0156,-18.2,6.77,0.51,410.79,-331.29,1.0,4920.0,146.0,4.664,0.055999999999999994,0.591
5803,0,0,174.9031,0.0311,1.93,1.0,-81.3,1.91,0.68,17.06,-4.54,1.227795935768083,6045.0,152.0,4.494,0.044000000000000004,0.955
5804,0,1,143.30626,0.0076,3.912,0.206,-17.6,1.85,0.28,39.6,-38.9,1.0,5837.0,105.0,4.143,0.195,1.366
5806,0,0,147.6085,0.0047,4.515,0.267,-36.3,6.64,1.55,19.39,-6.06,1.0,5238.0,169.0,4.603,0.027000000000000003,0.752
5807,0,0,153.7774,0.0271,25.863,0.929,-36.7,5.06,3.25,120.57,-27.84,1.227795935768083,6988.0,217.0,4.155,0.124,1.67
5808,0,0,136.101253,0.000239,4.9041,0.0114,-107.0,19.04,4.5,107.56,-37.55,1.0,5533.0,182.0,4.577,0.038,0.795
5809,0,0,165.930432,0.00077,2.5,0.0378,-153.0,719.49,80.95,4.64,-2.58,1.0,5514.0,74.0,4.505,0.049,0.871
5810,0,0,132.17927020000002,4.59e-05,2.2539700000000003,0.00275,-62.1,39.51,6.09,1740.31,-1099.4,1.0,5592.0,166.0,4.51,0.115,0.771
5813,0,0,132.99503,0.00125,2.8159,0.0665,-7.2,4.51,1.5,1428.09,-453.62,1.0,6092.0,165.0,4.453,0.055999999999999994,1.028
5814,0,0,132.18633,0.00806,2.67,0.297,-13.7,2.89,0.46,6742.33,-8741.95,1.0,6168.0,170.0,3.75,0.308,2.572
5815,0,1,132.13046,0.00535,2.748,0.148,-17.9,1.26,0.18,56.57,-33.59,1.0,5193.0,155.0,4.535,0.09,0.755
5816,0,0,138.7798,0.0157,3.815,0.402,-70.7,2.24,0.0,0.0,0.0,1.0,5780.0,146.2316808787397,4.438,0.12260846943199885,1.0
5817,1,1,132.0492,0.00142,6.3373,0.081,-4.5,27.36,8.44,3400.73,-1470.49,1.0,6388.0,157.0,4.284,0.149,1.223
5818,0,0,139.37228000000002,0.00606,1.889,0.195,-15.3,1.25,0.2,48.47,-23.4,2.0,5757.0,78.0,4.431,0.054000000000000006,1.017
5819,0,0,132.69874,0.00414,5.636,0.156,-16.6,1.97,0.56,470.3,-155.31,1.0,5718.0,169.0,4.5489999999999995,0.035,0.863
5820,0,0,132.18236000000002,0.00107,1.0726,0.0486,-9.8,1.72,0.54,4558.89,-1501.92,1.0,6063.0,190.0,4.476,0.054000000000000006,1.012
5821,0,0,132.13605900000002,0.000549,4.3323,0.0367,-47.6,28.06,3.92,761.29,-418.21,1.0,5176.0,179.0,4.636,0.033,0.695
5822,0,0,174.22374,0.00221,5.282,0.113,-11.9,3.71,0.55,3.81,-4.01,1.0,5725.0,104.0,4.148,0.203,1.384
5823,0,1,136.94489,0.00432,20.491,0.409,-8.5,21.04,5.18,209.45,-70.45,1.0,5798.0,157.0,4.5889999999999995,0.04,0.767
5824,0,0,133.5487914,3.33e-05,1.4358600000000001,0.00557,-9.1,13.43,2.41,1865.84,-1429.2,1.0,6309.0,114.0,4.199,0.149,1.412
5825,0,0,138.41222,0.00284,3.219,0.155,-21.3,3.12,0.99,124.72,-46.48,1.0,6215.0,172.0,4.44,0.067,1.052
5826,0,0,156.45087,0.00019,3.0400099999999997,0.00805,-89.2,50.33,16.97,22.36,-7.33,1.0,6197.0,194.0,4.449,0.055999999999999994,1.035
5828,0,0,151.16448,0.008911113748378729,5.23,0.3187360541864822,-149.54670701830236,129.97391676168758,21.4979503990878,4210.826990222474,-4245.803962023522,1.227795935768083,5727.70681299886,146.2316808787397,4.303515535917901,0.12260846943199885,1.7792880558722919
